,index,id,name,overview,genres,created_by,popularity,type
2976,2976,3219,Murphy Brown,"Murphy Brown (Candice Bergen) is a recovering alcoholic who returns to the fictional newsmagazine FYI for the first time following a stay at the Betty Ford Clinic residential treatment center. Over 40 and single, she is sharp tongued and hard as nails. In her profession, she is considered one of the boys, having shattered many glass ceilings encountered during her career. Dominating the FYI news magazine, she is portrayed as one of America's hardest-hitting (though not the warmest or more sympathetic) media personalities.",['Comedy'],['Diane English'],10.6853,Scripted
2977,2977,58306,Naisių vasara,unknown,"['Drama', 'Soap']",['unknown'],10.6798,Scripted
2978,2978,60743,Constantine,A man struggling with his faith is haunted by the sins of his past but is suddenly thrust into the role of defending humanity from the gathering forces of darkness.,"['Action & Adventure', 'Drama', 'Sci-Fi & Fantasy']","['Daniel Cerone', 'David S. Goyer']",10.6795,Scripted
2979,2979,75208,Devilman Crybaby,"Akira Fudo learns from his best friend Ryo Asuka that demons will revive and reclaim the world from humans. With humans hopeless against this threat, Ryo suggests combining with a demon. With this, Akira becomes Devilman, a being with the power of demon but with a human heart.","['Animation', 'Action & Adventure', 'Sci-Fi & Fantasy']",['Go Nagai'],10.678,Miniseries
2980,2980,2203,First Wave,"Framed for murder and on the run, a former thief struggles to expose the vanguard of an alien invasion with the help of a conspiracy theorist and newly discovered prophecies of Nostradamus.","['Action & Adventure', 'Sci-Fi & Fantasy']",['Chris Brancato'],10.6765,Scripted
2981,2981,126929,Welcome to Wrexham,"Documentary series tracking the dreams and worries of Wrexham, a working-class town in North Wales, UK, as two Hollywood stars (Rob McElhenney and Ryan Reynolds) take ownership of the town’s historic yet struggling football club.",['Documentary'],['unknown'],10.6737,Documentary
2982,2982,113985,Outer Range,"A rancher fighting for his land and family stumbles upon an unfathomable mystery at the edge of Wyoming’s wilderness, forcing a confrontation with the Unknown in ways both intimate and cosmic in the untamable American West.","['Drama', 'Mystery', 'Sci-Fi & Fantasy']",['Brian Watkins'],10.6728,Scripted
2983,2983,227882,Mr & Mrs Gao,unknown,['Talk'],"['小茉', '老高']",10.6663,Talk Show
2984,2984,39980,Digimon Data Squad,"Masaru, is a second year Junior High student, and is undefeated in  battle, He meets the Digital Monster Agumon, who has escaped from DATS,  a secret government organization. Despite terrible first impressions,  the two become best friends by talking with their ""fists"". With others,  Masaru and Agumon work to investigate various incidents involving the  Digital World and Digital Monsters, to try and get to the bottom of  things.","['Animation', 'Action & Adventure', 'Sci-Fi & Fantasy']",['unknown'],10.6542,Scripted
2985,2985,42680,Sítio do Picapau Amarelo,"The series exhibited several stories based on folklore and mythology , with characters such as Cuca, Saci Pererê and Iara from Brazilian folklore and then later with several characters from fairytales, fables, literature and greek mythology. The residents of Sítio, Emília, Narizinho, Pedrinho, Dona Benta and Tia Nastacia live several adventures with a lot of  the mystery and dangers that haunt the remote town of Arraial do Tucanos.","['Family', 'Kids', 'Comedy', 'Drama']","['Roberto Talma', 'Márcio Trigo']",10.6436,Scripted
2986,2986,10126,Taz-Mania,"The wildest teenager south of the Equator, Taz lives to party. With his insatiable appetite, he tends to eat everything in sight. The oldest child in a family of five, Taz works at a rather bizarre coastal resort, the Hotel Tasmania, as a bellhop, busboy to earn party money.","['Family', 'Animation', 'Comedy']","['Tom Ruegger', 'Jean MacCurdy']",10.641,Scripted
2987,2987,13899,Laramie,"Laramie is an American Western television series that aired on NBC from 1959 to 1963. A Revue Studios production, the program originally starred John Smith as Slim Sherman, Robert Fuller as Jess Harper, Hoagy Carmichael as Jonesy and Robert L. Crawford, Jr., as Andy Sherman.","['Western', 'Drama']",['unknown'],10.6354,Scripted
2988,2988,230915,Khemjira,"With a deadly curse set to claim him at 21, a young man flees to a master of ancient magic—only to face ghosts more dangerous than his fate.","['Drama', 'Mystery', 'Sci-Fi & Fantasy']",['Cali'],10.6347,Miniseries
2989,2989,80828,The Nevers,"In the last years of Victoria's reign, London is beset by the ""Touched"": people — mostly women — who suddenly manifest abnormal abilities, some charming, some very disturbing. Among them are Amalia True, a mysterious, quick-fisted widow, and Penance Adair, a brilliant young inventor. They are the champions of this new underclass, making a home for the Touched, while fighting the forces of… well, pretty much all the forces — to make room for those whom history as we know it has no place.","['Sci-Fi & Fantasy', 'Drama']",['Joss Whedon'],10.6334,Scripted
2990,2990,4241,8 Simple Rules,"Paul and Cate are raising their three children -- Bridget, Kerry and Rory -- which is no easy task. Oldest daughter Bridget is traversing the dating scene. Kerry is cute and smart, but she has a hard time getting in touch with her true feelings because of her lack of self-confidence. The youngest of the three children, and only boy, Rory is beginning to discover one of life's greatest mysteries -- girls.","['Comedy', 'Drama']",['Tracy Gamble'],10.6333,Scripted
2991,2991,246700,Furuya Ikkou's Great Detective Kindaichi Kousuke Series,unknown,"['Drama', 'Mystery']",['unknown'],10.6329,Scripted
2992,2992,237748,Brilliant Minds,"A rare condition — face blindness — gives an eccentric yet incredibly gifted neurologist a unique perspective on care, fueling his mission to change the way people see his patients. Alongside a team of brilliant young interns, he solves some of the world's most puzzling psychological cases while navigating the complicated relationships that come with the job.",['Drama'],['Michael Grassi'],10.6317,Scripted
2993,2993,8882,Chouseishin Series,"The Chou Sei Shin Series (Ultra Star God Series) is a trilogy of tokusatsu shows aired from 2003-2006. Created by Toho (who famously produced the Godzilla movies) and Konami, it was their attempt to break into the Henshin Hero market that was — at the time — dominated by Toei and their two major franchises, Super Sentai and Kamen Rider, with Tsuburaya's Ultra Series for good measure. The shows revolve around the title Ultra Star Gods: Humongous Mecha that are used by the protagonists to protect the Earth from an extraterrestrial threat.","['Sci-Fi & Fantasy', 'Drama']",['unknown'],10.6311,Scripted
2994,2994,43323,Comedy Bang! Bang!,"Based on Scott Aukerman’s popular podcast of the same name, COMEDY BANG! BANG! cleverly riffs on the well-known format of the late night talk show, infusing celebrity appearances and comedy sketches with a tinge of the surreal. In each episode, Aukerman engages his guests with unfiltered and improvisational lines of questioning, punctuated by banter and beats provided by bandleader, one-man musical mastermind Reggie Watts, to reinvent the traditional celebrity interview. Packed with character cameos, filmic shorts, sketches and games set amongst an off-beat world, COMEDY BANG! BANG! delivers thirty minutes of absurd laugh-loaded fun featuring some of the biggest names in comedy.","['Comedy', 'Talk']",['Scott Aukerman'],10.6128,Scripted
2995,2995,79788,Watchmen,"Set in an alternate history where “superheroes” are treated as outlaws, “Watchmen” embraces the nostalgia of the original groundbreaking graphic novel while attempting to break new ground of its own.","['Drama', 'Crime', 'Sci-Fi & Fantasy', 'Mystery', 'Action & Adventure']",['Damon Lindelof'],10.6105,Miniseries
2996,2996,30219,Daytime Live,unknown,['unknown'],['unknown'],10.6029,Scripted
2997,2997,46087,Uni,"The son of oligarch Sylvestre Sergeev, Sasha, fled from the university in London, where he studied finance, and entered the astronomical department of the physics department of a Moscow university. Sylvester Andreevich wants to return his son to his former life, but he wants to live ""among the people"" and wants to achieve everything in life himself. In parallel with this, many funny situations happen to the heroes of the series.",['Comedy'],"['Vyacheslav Dusmukhametov', 'Semyon Slepakov']",10.599,Scripted
2998,2998,102088,How a Realist Hero Rebuilt the Kingdom,"Suddenly summoned to a fantasy world and betrothed to the princess, Kazuya Souma is crowned the new king. Unlike the royalty before him, he won’t be using swords and magic to rule; will administrative reform really get this kingdom back on track?","['Animation', 'Action & Adventure', 'Sci-Fi & Fantasy', 'Comedy']",['unknown'],10.5979,Scripted
2999,2999,2467,Disney's House of Mouse,"A very-recognizable audience of Disney animated characters gather into the House of Mouse nightclub to enjoy musical guests, cartoon shorts and Master of Ceremonies Mickey Mouse's comical introductions from the stage.","['Animation', 'Kids', 'Comedy', 'Sci-Fi & Fantasy']",['Peter Montgomery'],10.5943,Scripted
3000,3000,67466,Marvel's Runaways,Every teenager thinks their parents are evil. What if you found out they actually were? Six diverse teenagers who can barely stand each other must unite against a common foe – their parents.,"['Action & Adventure', 'Drama', 'Sci-Fi & Fantasy']","['Josh Schwartz', 'Stephanie Savage']",10.5942,Scripted
3001,3001,54155,Hanna,Follow the journey of an extraordinary young girl as she evades the relentless pursuit of an off-book CIA agent and tries to unearth the truth behind who she is.,"['Action & Adventure', 'Drama']",['David Farr'],10.589,Scripted
3002,3002,29200,G.I. Joe: A Real American Hero,"G.I. Joe: A Real American Hero is a half-hour American animated television series based on the successful toyline from Hasbro and the comic book series from Marvel Comics. The cartoon had its beginnings with two five-part mini-series in 1983 and 1984, then became a regular series that ran in syndication from 1985 to 1986. Ron Friedman created the G.I. Joe animated series for television, and wrote all four miniseries. The fourth mini-series was intended to be a feature film, but due to production difficulties was released as a television mini-series.","['Animation', 'Action & Adventure', 'Kids']",['Ron Friedman'],10.5885,Scripted
3003,3003,216487,Memories Beyond Horizon,"“Memories Beyond Horizon” is a Chinese reality TV show , created to spotlight emerging domestic talent in film and TV.  Produced in collaboration with Zhejiang Television, Alibaba’s Youku video service, and Hong Kong’s TVB, the show features veteran film and television figures mentoring a group of 18 artists from both the mainland and Hong Kong. Each episode focuses on reinterpreting iconic scenes from classic Hong Kong films such as “Infernal Affairs” and “New Dragon Gate Inn” for their acting challenges.

Among the mentors are renowned Hong Kong directors and actors, including Yee Tung-sing and Francis Ng Chun-yu, while participants include graduates from professional acting schools, industry veterans, and individuals known for modeling, singing, or high-profile relationships.",['Reality'],['unknown'],10.5876,Reality
3004,3004,2650,The Centurions,"In the near future, Doc Terror and his cyborg companion Hacker unleash their forces to conquer Earth! Only one force can stop this evil: a handful of brave men. In specially created Exo-Frames, they can be transported anywhere to fuse with incredible assault weapon systems beamed down from the space station Skyvault, becoming man and machine, Power Xtreme! Max Ray, brilliant Sea Operations commander! Jake Rockwell, rugged Land Operations specialist! Ace McCloud, daring Air Operations expert! Whatever the challenge, they are ready - The Centurions!","['Animation', 'Kids', 'Action & Adventure', 'Sci-Fi & Fantasy']",['unknown'],10.5874,Scripted
3005,3005,2131,Daria,"After moving to a new town with her stressed-out parents and relentlessly popular little sister, Daria uses her acerbic wit and keen powers of observation to contend with the mind-numbingly ridiculous world of Lawndale High.","['Comedy', 'Animation']","['Glenn Eichler', 'Susie Lewis']",10.5861,Scripted
3006,3006,62128,The Kitchen,"Spend a fun and food-filled morning in The Kitchen with hosts Sunny Anderson, Katie Lee, Jeff Mauro, Marcela Valladolid, and Geoffrey Zakarian. From simple supper ideas, food trend discussions, and family meal tips to trivia games and viewer questions, they'll cover all things fun in food.","['Reality', 'Family', 'Talk', 'Drama']",['unknown'],10.5855,Reality
3007,3007,126506,Smiling Friends,"Smiling Friends Inc. is a small company whose main purpose is to bring happiness and make people smile. The series follows the day-to-day lives and misadventures of its representatives, the lazy, cynical Charlie, and the cheerful, optimistic Pim, as they try to cheer up and comfort the troubled people who call their company's hotline. They receive seemingly simple requests but the jobs turn out to be more complicated than they seem, making it difficult to bring happiness to the world.","['Animation', 'Comedy', 'Sci-Fi & Fantasy']","['Michael Cusack', 'Zach Hadel']",10.5847,Scripted
3008,3008,67593,District 31,"After years of keeping his detectives at the headquarters, the Montreal PD has decided to reassign them to neighbourhood precincts in an effort to get closer to the population. Nadine Legrand and Patrick Bissonnette have to find their footing in their new work place: District 31.","['Crime', 'Drama']",['unknown'],10.5844,Scripted
3009,3009,9985,Dennis the Menace,"This 1959-1963 television situation comedy series follows the lives of the Mitchell family, Henry, Alice, and their only child Dennis, an energetic, trouble-prone, mischievous, but well-meaning boy, who often tangles with his peace-and-quiet-loving neighbor George Wilson, a retired salesman, or, later, with George's brother John, a writer. Dennis is basically a good, well-intentioned boy who always tries to help people, but who winds up making situations worse – often at Mr. Wilson's expense.","['Comedy', 'Family']",['unknown'],10.5836,Scripted
3010,3010,61888,The Last Man on Earth,"The year is 2022, and after an unlikely event, only one man is left on earth: Phil Miller, who used to be just an average guy who loved his family and hated his job at the bank. Now, in his RV, Phil searches the country for other survivors.","['Drama', 'Comedy']",['Will Forte'],10.5803,Scripted
3011,3011,95966,arte 360° Reportage,Stories of extraordinary lives and extraordinary lands across the globe.,['Documentary'],['unknown'],10.58,Documentary
3012,3012,1097,Ergo Proxy,"Thousands of years after Earth’s atmosphere was destroyed, adventure blooms in the strangest of places. The domed city of Romdo is supposed to be perfect, but Re-l Mayer, a young female inspector from the Civilian Intelligence Office, knows better. In this place where humans and robots coexist, she receives a strange message: something is awakening!","['Animation', 'Mystery', 'Sci-Fi & Fantasy']",['Shukou Murase'],10.5797,Scripted
3013,3013,66103,Ace Attorney,"A rookie lawyer Ryuuichi Naruhodou stands up to save his defendants by proving their innocence from unusual cases! Is the defendant guilty or innocent...? Believing his client's innocence Naruhodou stands in court and battles his rival judges. With the word of ""OBJECTION!"" and limited evidence, Naruhodou makes a comeback when all odds are against him and seems like there is nothing more he can do. Don't miss out on the comical episodes between him and his mentor Chihiro Ayasato, assistant Mayoi Ayasato, rival prosecutor Reiji Mitsurugi, and numerous unique characters! The anime also depicts the childhood relationship between Naruhodou and his friends. With the skills inherited from his mentor Naruho reveals the truth!","['Animation', 'Crime', 'Drama', 'Mystery']",['unknown'],10.5796,Scripted
3014,3014,9320,Future GPX Cyber Formula,"Future GPX Cyber Formula is a 37-episode anime television series by Sunrise. It originally aired in Japan between March 15, 1991 and December 20, 1991.

Directed by Mitsuo Fukuda, Cyber Formula is a show about Formula racing in the future, when race cars are equipped with computer support systems called 'Cyber Systems'.",['Animation'],['unknown'],10.5775,Scripted
3015,3015,123591,The Smurfs,"Blue and small, standing only three apples high, the Smurfs might be hard to tell apart at first. However, each Smurf is a distinct individual with his or her own personality, their names say it all","['Animation', 'Comedy', 'Family', 'Kids']",['unknown'],10.5689,Scripted
3016,3016,2437,Pocoyo,"Pocoyo, the curious toddler dressed all in blue, joins Pato the yellow duck, Elly the pink elephant, Loula the dog, Sleepy Bird and many others in learning new things and having fun.","['Animation', 'Kids', 'Family']","['David Cantolla', 'Luis Gallego', 'Guillermo García Carsí', 'Montana Smedley']",10.5679,Scripted
3017,3017,4294,Emeril Live,"Kick it up to notches unknown with Emeril Live. In front of a live audience, Emeril Lagasse--a master chef and owner of New Orleans' most talked-about restaurants--demonstrates gourmet cooking, with a bam!",['Talk'],['Emeril Lagasse'],10.5675,Scripted
3018,3018,93660,A Little Late with Lilly Singh,"The comedian, actress, social media sensation, producer and author of ""How to Be a Bawse: A Guide to Conquering Life,"" Lilly Singh brings her unique perspective to late night as she hosts celebrity interviews, talks current events, performs musical and sketch comedy, plays games, and more.","['Comedy', 'Talk']",['unknown'],10.5651,Talk Show
3019,3019,273415,Karşılaşmalar,unknown,['Comedy'],"['Zerrin Sümer', 'Giray Altınok']",10.5616,Scripted
3020,3020,40811,Insensato Coração,Insensato Coração is a Brazilian telenovela that first aired on Rede Globo in 2011.,"['Soap', 'Drama', 'Comedy']","['Gilberto Braga', 'Ricardo Linhares']",10.5576,Scripted
3021,3021,3425,Ultraman,"Hayata is a member of the Science Patrol, an organization tasked with investigating bizarre anomalies. He is mortally wounded when accidently encountering an alien being from Land of Light, who grants Hayata new life as the two are merged into one. Now, whenever a threat arises that is too great for the Science Patrol to handle, Hayata activates the beta capsule and becomes the hero known as Ultraman.","['Action & Adventure', 'Sci-Fi & Fantasy', 'Mystery']",['unknown'],10.5544,Scripted
3022,3022,98178,Amazing Stories,"This reimagining of the classic anthology series transports everyday characters into worlds of wonder, possibility, and imagination.","['Sci-Fi & Fantasy', 'Action & Adventure']","['Steven Spielberg', 'Edward Kitsis', 'Adam Horowitz']",10.5538,Scripted
3023,3023,42858,Galaxy Angel,"The Angel Brigade, an elite branch of the Transbaal Empire military, are assigned to search for The Lost Technology, mysterious items from the past that hold unknown powers. Led by the soon-to-retire Colonel Volcott O' Huey, the Angel Brigade travel to different planets using their specially designed Emblem Frame ships to search for Lost Technology. Unfortunately, they often mess up somehow and end up getting into all kinds of awkward and troublesome situations.","['Sci-Fi & Fantasy', 'Animation', 'Comedy']",['Broccoli'],10.5521,Scripted
3024,3024,74225,GOING SEVENTEEN,"GOING SEVENTEEN is a variety show by SEVENTEEN. The show is all about SEVENTEEN doing activities, challenges and everything else.","['Reality', 'Comedy', 'Talk']",['unknown'],10.5467,Reality
3025,3025,201375,Kana Kaanum Kaalangal,"The story revolves around a group of high school students and the struggles the high school students from that group face during their secondary school life such as jealousy, rivalry, misunderstandings, arguments and personal grudges.",['Drama'],['unknown'],10.5434,Scripted
3026,3026,4521,Jake and the Fatman,"Jake and the Fatman is a television crime drama starring William Conrad as prosecutor J. L. ""Fatman"" McCabe and Joe Penny as investigator Jake Styles.

The series ran on CBS for five seasons from 1987 to 1992. Diagnosis: Murder was a spin-off of this series.","['Drama', 'Crime', 'Action & Adventure']","['Dean Hargrove', 'David Angell', 'Joel Steiger']",10.5379,Scripted
3027,3027,106734,Domina,"The extraordinary rise of Livia Drusilla, who overcame adversity to become the most powerful woman in the world. Follow Livia’s journey from a naïve young girl whose world crumbles in the wake of Julius Caesar’s assassination, to Rome’s most powerful and influential Empress.",['Drama'],['Simon Burke'],10.5364,Scripted
3028,3028,9262,Pingu,"Playful penguin Pingu lives with his family in Antarctica, where he often finds himself caught up in mischievous high jinks with his pal Robby.","['Animation', 'Comedy', 'Kids']","['Otmar Gutmann', 'Erika Brueggemann']",10.5357,Scripted
3029,3029,12412,The Old Grey Whistle Test,"The Old Grey Whistle Test is an influential BBC2 television music show that ran from 1971 to 1987. It took over the BBC2 late night slot from ""Disco Two"", which had been running since January 1970, while continuing to feature non-chart music. It was devised by BBC producer Rowan Ayers. According to presenter Bob Harris, the programme derived its name from a Tin Pan Alley phrase from years before. When they got the first pressing of a record they would play it to people they called the old greys—doormen in grey suits. The songs they could remember and whistle, having heard it just once or twice, had passed the old grey whistle test.",['unknown'],['unknown'],10.5308,Scripted
3030,3030,42789,Pages of Life,"Nanda must rethink her plansof studying in Amsterdam when she discovers she is pregnant. After losing the support of her boyfriend Léo, the young girl decides to return home, where she suffers a serious accident and dies.However, Helena, her doctor, is able to save her new-born twins: Francisco and Clara. Unfortunately, Clara suffers from Downs Syndrome. Helena feels a strong emotional tie to Clara and adopts her.Years later, the twins’father Léo, a young and wealthy businessman, returns to the scene, wanting to gain custody of the children.However, Helena and Alex fight to the end to retain guardianship of the twins, whom they have raised with such love.","['Soap', 'Drama', 'Family']",['Manoel Carlos'],10.5274,Scripted
3031,3031,2191,One Day at a Time,"The misadventures of a divorced mother,  two teenage daughters, and new building superintendent in Indianapolis.",['Comedy'],"['Whitney Blake', 'Allan Manings']",10.5251,Scripted
3032,3032,32910,Transformers: Prime,"Roll out with Optimus Prime, Bumblebee, Arcee, Ratchet, Bulkhead, and the rest of the heroic Autobots as they battle the evil Decepticons. Now that big bad Megatron has returned with a mysterious and dangerous element, Team Prime must prepare for an epic battle.","['Action & Adventure', 'Animation', 'Kids']","['Roberto Orci', 'Alex Kurtzman', 'Duane Capizzi', 'Jeff Kline']",10.5209,Scripted
3033,3033,116724,The aquatope on white sand,"Kukuru Misakino, an 18-year-old high school girl working in an aquarium, meets Fuuka Miyazawa, a former idol who lost her place in Tokyo and escaped. Fuuka will spend her days in the aquarium with her own thoughts in mind. However, the crisis of closing is approaching for the aquarium, as the girls explore their dreams and reality, loneliness and friends, bonds and conflicts.","['Animation', 'Drama', 'Comedy']",['unknown'],10.5183,Scripted
3034,3034,238680,Moonlight Mystique,"Bai Shuo, the youngest daughter of the General's Mansion, aspires to cultivate immortality in order to repay a favor. On her journey to seek immortality, she accidentally rescues the great demon god Fan Yue. As the saying goes, healthy fights strengthen relationships, and they go from mutual manipulation to mutual affection as they fall in love with each other, navigating a love affair intertwined with sweetness and cruelty. Even though they face countless difficulties, their love is strong enough to overcome all limitations, allowing them to truly embrace each other.","['Drama', 'Sci-Fi & Fantasy']",['Xing Ling'],10.5167,Scripted
3035,3035,260823,From Old Country Bumpkin to Master Swordsman,"Beryl Gardenant, a middle-aged swordsman running a dojo in the backwaters, lives a quiet life, until Allucia, former student and Commander of the Royal Order of Knights, appears! Beryl’s life is about to change dramatically! City life. Old students. New friends and formidable foes. It’s all too much. But after years of training, he has mad skills, and he’s been dubbed “the backwater swordmaster.”","['Animation', 'Action & Adventure', 'Sci-Fi & Fantasy', 'Comedy']",['unknown'],10.5164,Scripted
3036,3036,117378,Mouse,"A psychopath's ruthless serial murders have left the entire nation gripped with fear and chaos. A honest and justice-seeking rookie police officer and a veteran detective with tragic past, face against the killer. After the encounter with the psychopath, their lives totally change.","['Crime', 'Mystery', 'Sci-Fi & Fantasy']",['unknown'],10.5122,Scripted
3037,3037,1341,Lola… Once Upon a Time,"Lola... Érase Una Vez is a teen targeted Mexican melodrama telenovela produced by Televisa that is an adaptation of the Argentine global phenomenon and teenage telenovela Floricienta. The show tells the story of a modern Cinderella, Lola, a 20 year old girl, who works as a nanny and sings in a rock band and meets her so call Prince Charming. It debuted in Mexico on February 26, 2007, starring Aarón Díaz and Eiza González. The show had gained popularity among teens and children not only in Mexico but also internationally including Venezuela, Spain and the in United States. With concert performances filling major auditoriums and songs by the protagonist become radio hits. It debuted in the United States on Univision in March 2008 and ended on January 26, 2009. The series consisted of 224 episodes which aried Monday through Friday at 3 P.M, intentionally for teenagers to watch after school, as is typical for most teenage & children telenovelas in Spanish networks.","['Soap', 'Drama']",['Cris Morena'],10.5114,Scripted
3038,3038,13844,The Rebel,"After the end of the Civil War, a former Confederate Army private roams the Wild West, and, as a rogue drifter, gets involved in helping out various settlers threatened by various bad guys...

THE REBEL is a 76-episode American western television series starring Nick Adams that debuted on the ABC network from 1959 to 1961. The Rebel was one of the few Goodson-Todman Productions outside of their game show ventures. Beginning in December 2011, The Rebel reruns began to air Saturday mornings on Me-TV.",['Western'],['Nick Adams'],10.5101,Scripted
3039,3039,333,Jewel in the Palace,Orphaned Jang-geum becomes the first female physician in the Joseon Dynasty and her determination is tested when people around her start showing their true faces.,['Drama'],['Kim Young-hyun'],10.5083,Scripted
3040,3040,53715,Little Busters!,"Riki was a child when his parents died, leaving him hopeless and depressed. What saved him was a group of four kids calling themselves the Little Busters. They took Riki out and played with him during his time of need. He really enjoyed being together with them, and his grief gradually faded away. Now in his second year of high school they still hang out, fight and live together, and enjoy their school life.","['Comedy', 'Animation']",['unknown'],10.5081,Scripted
3041,3041,2850,Bad Girls,"Bad Girls is a British television drama series that was broadcast on ITV from 1 June 1999 to 20 December 2006 and starred Simone Lahbib, Mandana Jones, Debra Stephenson, Linda Henry, Jack Ellis and many more throughout the eight-year run. The series was broadcast in 17 countries and was produced by Shed Productions, the company which later produced Footballers' Wives and Waterloo Road. It is set in the fictional women's prison of Larkhall, and features a mixture of serious and light storylines focusing on the prisoners and staff of G Wing. From 2010, the UK broadcast rights were bought by CBS Drama, and is repeated regularly – as of September 2012, the channel is re-running the series again in a late-night time slot.","['Drama', 'Crime']","['Maureen Chadwick', 'Ann McManus']",10.5051,Scripted
3042,3042,46671,The Future Diary,"Reality quickly unravels when antisocial Yukiteru is called into a death match against 11 other mentally scarred individuals. Each player has a prophetic device tuned to their personality, giving them control over their future—and the fate of their foes.","['Action & Adventure', 'Animation', 'Drama', 'Mystery']",['Sakae Esuno'],10.5038,Scripted
3043,3043,107130,The Joy Reid Show,"Joy Reid conducts one-on-one conversations with politicians and newsmakers while addressing provocative political issues both inside and outside of the beltway. Reid, who is also a best-selling author and public speaker, joined MSNBC in 2011 as a contributor. Drawing from her decades-long experience in politics, passion for addressing the intersection of race, justice and culture, as well as her signature tenacious interviewing style, Reid kicks off MSNBC’s primetime lineup by delving into American politics as they unfold.","['News', 'Talk']",['unknown'],10.5036,News
3044,3044,64589,Profiling Paris,"Chloé Saint-Laurent is a profiler and works with a police team to solve murders in Paris. She's very sweet, she wears very colored clothes and a huge yellow bag. She looks like a little girl who need a doll, but she's very smart and a very good profiler. Step by step, she fit in the team and her colleagues, very reserved at first, became her best friends.","['Crime', 'Drama']","['Fanny Robert', 'Sophie Lebarbier']",10.4962,Scripted
3045,3045,291904,The Wonderfully Weird World of Gumball,"Welcome back to Elmore, where the laws of reality are a joke, and family life is anything but ordinary. Whether he's battling an evil fast-food empire, facing off against a sentient AI in love with his mom, or trying to stop Banana Joe from wearing pants — Gumball Watterson drags his brother Darwin, sister Anais, and the rest of the town of Elmore along for the ride. With even wilder stories, bigger twists, and surreal humor, the show is so amazing that they had to rename it!","['Animation', 'Family', 'Comedy', 'Sci-Fi & Fantasy']",['Ben Bocquelet'],10.4945,Scripted
3046,3046,60698,Comedy Nights with Kapil,Comedy Nights with Kapil is a comedy show which provides a distinctive take on the everyday life of a common man as the show explores the story of every household and how our common man Kapil is affected by the simplest issues in life around him.,['Comedy'],['Kapil Sharma'],10.4944,Scripted
3047,3047,4731,Grounded for Life,"Right out of high school, Sean Finnerty got his girlfriend Claudia pregnant. Now she’s his wife, and at just 32, he’s somehow found himself with 14-year-old daughter Lily, two little boys, and a constant struggle between his need to be responsible and his desperate desire to be irresponsible. His judgmental father Walt and devil-may-care brother Eddie are no help at all. When they all get together, stories always start to fly. Of course, Sean’s family will never let him finish a story; they interrupt, they debate, they derail, they defend themselves; just like any good family would.","['Family', 'Comedy']","['Mike Schiff', 'Bill Martin']",10.4927,Scripted
3048,3048,67431,Monica and Friends,"Monica, the leader of the crew and 'ruler of the street,' is a little girl with a strong personality, not one to overlook any insult. She absolutely loves her stuffed bunny, Samson, and takes him with her everywhere. Jimmy Five, one of her best friends, is a smart kid, but he's always provoking her. Maggy is Monica's best friend and a super cute girl, who is always eating watermelons. To complete the show's main quartet, enter Smudge, a skillful boy who is terrified of water.","['Animation', 'Comedy', 'Family', 'Kids']",['Mauricio de Sousa'],10.4903,Scripted
3049,3049,68678,Dark Tales,"Play depicts the world of love, promises not withstand the test of ""green Feixianguan""; Fox tells ghost battle of wits, difficult to distinguish between good and evil ""Phantom fox spirit""; vigilance ordinary people is a blessing of ""land adventures sentence""; describes people, Saints love, never betray ""Red flower drunk""; export intentioned rewarded ""accidentally""; description Cizi Xiao mother, ethical affection ""ghost mother loves her child""; Jiaobingbibai meaning of ""demon Excalibur ""; and savor the romance of"" Kate chasing love ""and so on.",['Drama'],['Songling Pu'],10.4885,Scripted
3050,3050,42419,SKET DANCE,"SKET DANCE is a manga series written and illustrated by Kenta Shinohara and serialized, beginning in July 2007, in Shueisha's manga magazine Weekly Shōnen Jump. Sket Dance won the 55th annual Shogakukan Manga Award in 2009 for best shōnen manga. An anime adaptation, produced by Tatsunoko, premiered on April 7, 2011 on TV Tokyo.","['Animation', 'Comedy', 'Drama']",['unknown'],10.4869,Scripted
3051,3051,72748,Strike,"A war veteran turned private detective operates out of a tiny office in London’s Denmark Street. Although wounded both physically and psychologically, his unique insight and background as a military police investigator prove crucial in solving complex crimes that have baffled the police. Based on the bestselling novels written by J.K. Rowling under the pseudonym Robert Galbraith.","['Crime', 'Drama', 'Mystery']","['J.K. Rowling', 'Ben Richards', 'Tom Edge']",10.4855,Scripted
3052,3052,54671,Penny Dreadful,"Some of literature's most terrifying characters, including Dr. Frankenstein, Dorian Gray, and iconic figures from the novel Dracula are lurking in the darkest corners of Victorian London. Penny Dreadful is a frightening psychological thriller that weaves together these classic horror origin stories into a new adult drama.","['Sci-Fi & Fantasy', 'Drama', 'Mystery', 'Action & Adventure']",['John Logan'],10.4831,Scripted
3053,3053,41551,Police District,"The events of Police District unfold in the rooms of the 10th Tuscolano, a police station on the outskirts of Rome where current events intertwine with the private lives of the inspectors, officers and commissioners who, over the course of 11 intense seasons, have created one of the greatest successes on Italian TV.","['Action & Adventure', 'Comedy', 'Drama']","['Simone De Rita', 'Pietro Valsecchi']",10.482,Scripted
3054,3054,63726,Alone,"Hardcore survivalists are put by themselves in the Vancouver Island wilderness, without camera crews, teams, or producers – on a single mission to stay alive for as long as possible.",['Reality'],['unknown'],10.4808,Reality
3055,3055,249356,开门大吉,unknown,['unknown'],['unknown'],10.479,Scripted
